Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1863,0,4700,5460.184648416533,1746,14095,10550.34460547504,3.1556621425715865,0.0,4700,5500,6500,7300,9500,10000,11000,12000,14000,14000,14000
GET,/cart,4364,0,3900,4083.968148487626,1158,10198,13331.678276810266,7.392007294783898,0.0,3900,4400,4800,5100,5700,6300,7000,7500,8800,10000,10000
POST,/cart,4262,0,5900,6031.639136555607,2283,14516,17910.22923510089,7.219233522082717,0.0,5900,6500,6900,7200,8000,8700,9500,10000,13000,15000,15000
POST,/cart/checkout,1433,6,3300,3404.738311235171,270,7795,6800.73482205164,2.427302120399937,0.010163163100069521,3300,3800,4100,4300,4800,5200,6000,6300,7600,7800,7800
GET,/product/0PUK6V6EV0,2053,0,3800,3994.002435460302,1536,10208,7916.6049683390165,3.4774956407404547,0.0,3800,4300,4600,4800,5400,6000,6700,7400,9500,10000,10000
GET,/product/1YMWWN1N4O,2147,0,3800,3945.2310200279458,1454,11013,7931.509082440615,3.6367185293082103,0.0,3800,4200,4500,4800,5300,5900,6500,7300,8900,11000,11000
GET,/product/2ZYFJ3GM2N,2060,0,3800,3978.6631067961166,1382,10283,7931.633495145631,3.4893526643572024,0.0,3800,4300,4600,4800,5400,5900,6700,7100,9300,10000,10000
GET,/product/66VCHSJNUP,2084,0,3800,3984.0830134357007,1486,11002,7901.458733205374,3.5300053167574803,0.0,3800,4300,4600,4800,5400,6000,6900,7500,8900,11000,11000
GET,/product/6E92ZMYYFZ,2121,0,3900,3992.040075436115,1416,9108,7892.31588873173,3.5926781558745757,0.0,3900,4300,4600,4800,5400,5900,6500,6900,8200,9100,9100
GET,/product/9SIQT8TOJO,2060,0,3800,3969.8354368932037,1539,9631,7936.8864077669905,3.4893526643572024,0.0,3800,4300,4600,4800,5400,6000,6700,7200,9500,9600,9600
GET,/product/L9ECAV7KIM,1904,0,3800,3963.0824579831933,1388,9330,7903.6875,3.2251104237553947,0.0,3800,4300,4500,4700,5300,5800,6400,7000,8400,9300,9300
GET,/product/LS4PSXUNUM,2025,0,3800,3980.742222222222,1563,9526,7906.4128395061725,3.4300675462734636,0.0,3800,4300,4600,4800,5400,6000,6700,7100,8300,9500,9500
GET,/product/OLJCESPC7Z,2049,0,3800,3957.102489019034,1259,9173,7936.613958028306,3.4707201986737415,0.0,3800,4200,4600,4800,5400,5800,6500,7100,8600,9200,9200
POST,/setCurrency,2891,0,5000,5303.800415081287,1831,12584,10565.484953303356,4.896950753716831,0.0,5000,5800,6200,6500,7400,8200,9300,10000,12000,13000,13000
,Aggregated,33316,6,4100,4425.580802017049,270,14516,10234.024642814264,56.4326569736527,0.010163163100069521,4100,4700,5200,5500,6400,7300,8500,9500,12000,14000,15000
