Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1869,0,4800,5415.956126270733,1291,13177,10551.765115034777,3.166164772845296,0.0,4800,5600,6300,6800,8800,11000,12000,12000,13000,13000,13000
GET,/cart,4250,0,4000,4109.5715294117645,1400,9484,13543.067294117647,7.199679124982616,0.0,4000,4500,4800,5100,5700,6300,6900,7400,8300,9500,9500
POST,/cart,4272,0,5900,6052.5407303370785,2705,13211,17955.58356741573,7.236948052217819,0.0,5900,6500,7000,7200,8000,8700,9500,10000,12000,13000,13000
POST,/cart/checkout,1389,9,3400,3459.1166306695463,286,7105,6795.518358531317,2.3530245422590244,0.015246379323492598,3400,3800,4100,4200,4800,5200,5900,6500,7100,7100,7100
GET,/product/0PUK6V6EV0,2064,0,3800,3977.030523255814,1651,9294,7918.751453488372,3.496502991520969,0.0,3800,4300,4600,4800,5400,6000,6800,7400,8500,9300,9300
GET,/product/1YMWWN1N4O,2045,0,3900,3992.6665036674817,1709,10194,7940.821026894865,3.464316190726929,0.0,3900,4300,4600,4800,5400,5900,6900,7500,8900,10000,10000
GET,/product/2ZYFJ3GM2N,1992,0,3900,4025.8072289156626,1528,9237,7938.955823293173,3.374531956933028,0.0,3900,4300,4700,4900,5500,6000,6700,7300,9100,9200,9200
GET,/product/66VCHSJNUP,2097,0,3900,3998.216499761564,1442,9702,7908.804005722461,3.5524063823737753,0.0,3900,4300,4600,4800,5400,6000,6800,7400,8500,9700,9700
GET,/product/6E92ZMYYFZ,2011,0,3900,3974.3893585280953,1588,9602,7889.650422675286,3.4067187577270683,0.0,3900,4300,4600,4800,5300,5900,6700,7400,8900,9600,9600
GET,/product/9SIQT8TOJO,2102,0,3800,3973.1479543292103,1503,8795,7939.075166508088,3.560876593109049,0.0,3800,4300,4600,4800,5400,6000,6600,6900,8300,8800,8800
GET,/product/L9ECAV7KIM,2077,0,3900,4004.6923447279732,1353,9101,7909.481463649495,3.5185255394326806,0.0,3900,4300,4600,4800,5400,6000,6500,6900,8500,9100,9100
GET,/product/LS4PSXUNUM,2167,0,3900,4010.1513613290263,1359,8809,7909.274111675127,3.6709893326676064,0.0,3900,4300,4600,4800,5400,6000,6500,7000,8100,8800,8800
GET,/product/OLJCESPC7Z,2111,0,3900,4007.669824727617,1409,10000,7931.513974419706,3.5761229724325414,0.0,3900,4300,4600,4800,5400,6000,6800,7300,8700,10000,10000
POST,/setCurrency,2784,0,5000,5231.722701149425,1290,15399,10566.141163793103,4.716213337400377,0.0,5000,5600,6100,6400,7100,8000,9000,9900,14000,15000,15000
,Aggregated,33230,9,4200,4435.860216671682,286,15399,10252.420493529942,56.29302054662878,0.015246379323492598,4200,4800,5200,5500,6400,7200,8300,9200,12000,13000,15000
