Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748414304,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748414305,50,,Aggregated,0.000000,0.000000,950,950,950,950,950,950,950,950,950,950,950,2,0,800,874.0,799,949,10499.0
1748414306,100,,Aggregated,0.000000,0.000000,1500,1700,1700,1700,1700,1800,1900,1900,1900,1900,1900,37,0,1500,1455.5675675675675,799,1949,10499.0
1748414307,150,,Aggregated,0.000000,0.000000,1700,1800,1800,2000,2100,2500,2600,2700,2700,2700,2700,61,0,1700,1668.360655737705,799,2665,9911.360655737704
1748414308,200,,Aggregated,17.000000,0.000000,1700,1800,2000,2100,2400,2600,2700,3000,3000,3000,3000,92,0,1700,1763.945652173913,799,2960,9412.54347826087
1748414309,250,,Aggregated,18.000000,0.000000,1900,2300,2600,3100,3200,3600,4000,4000,4000,4000,4000,129,0,1900,2125.8992248062013,799,3961,9556.286821705426
1748414310,300,,Aggregated,22.500000,0.000000,2300,3100,3400,3600,4000,4500,4700,4700,5000,5000,5000,178,0,2300,2559.14606741573,799,4950,9728.52808988764
1748414311,350,,Aggregated,22.500000,0.000000,2500,3300,3700,3800,4200,4500,4700,4700,5300,5300,5300,216,0,2500,2740.1064814814813,799,5252,9840.060185185184
1748414312,400,,Aggregated,24.600000,0.000000,3000,3500,3700,4100,4400,4600,5200,5300,5400,5400,5400,235,0,3000,2863.923404255319,799,5357,9834.459574468085
1748414313,450,,Aggregated,30.857143,0.000000,3000,3500,3700,4100,4400,4600,5200,5400,5800,5800,5800,237,0,3000,2878.0210970464136,799,5762,9824.742616033755
1748414314,500,,Aggregated,0.000000,0.000000,5200,6100,6100,6100,6200,6200,6600,6600,6600,6600,6600,44,0,5100,5063.454545454545,3379,6649,9372.15909090909
1748414315,500,,Aggregated,0.000000,0.000000,5200,6100,6100,6200,6600,7500,7600,7800,7800,7800,7800,57,0,5200,5270.3859649122805,3196,7764,9403.315789473685
1748414316,500,,Aggregated,44.000000,0.000000,5500,6100,6200,6500,7600,8000,8200,8800,8800,8800,8800,72,0,5500,5525.319444444444,2101,8849,9309.222222222223
1748414317,500,,Aggregated,28.500000,0.000000,6000,6300,6900,7300,8000,8700,9500,9600,9600,9600,9600,123,0,6000,5836.723577235773,1329,9555,9230.528455284553
1748414318,500,,Aggregated,21.666667,0.000000,6600,7700,8200,8900,9100,10000,10000,10000,10000,10000,10000,190,0,6600,6688.531578947369,1329,10056,9299.215789473685
1748414319,500,,Aggregated,27.750000,0.000000,7200,8100,8900,9000,9600,10000,10000,11000,11000,11000,11000,274,0,7100,7049.394160583942,1329,10943,9559.879562043796
1748414320,500,,Aggregated,35.400000,0.000000,7300,8300,8900,9100,9800,10000,11000,12000,12000,12000,12000,304,0,7300,7188.743421052632,1329,12261,9597.483552631578
1748414321,500,,Aggregated,40.833333,0.000000,7800,9000,9300,9800,11000,11000,12000,12000,13000,13000,13000,390,0,7800,7699.951282051282,1329,12650,9716.141025641025
