Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1747,35,4500,5074.314692476197,38,12888,10341.282198053806,2.9586214006175413,0.05927404065347106,4500,5200,5900,6600,8600,9600,11000,11000,13000,13000,13000
GET,/cart,4411,75,3800,3970.213298593296,1,17205,13263.90705055543,7.470222666356024,0.12701580140029514,3800,4300,4700,4900,5500,6100,6800,7300,17000,17000,17000
POST,/cart,4308,164,5600,5706.3864274219395,0,12176,17276.555942432682,7.295787632432953,0.2777412190619787,5600,6300,6700,7000,7800,8400,9200,9800,12000,12000,12000
POST,/cart/checkout,1452,76,3200,3229.400124935229,0,8497,6476.3753443526175,2.459025915109714,0.12870934541896573,3200,3600,3900,4100,4700,5100,5600,6100,7600,8500,8500
GET,/product/0PUK6V6EV0,2166,56,3800,3827.4266064002913,1,8305,7719.612188365651,3.6682163444405234,0.0948384650455537,3800,4200,4400,4600,5200,5700,6300,6700,7800,8300,8300
GET,/product/1YMWWN1N4O,2079,35,3800,3857.7168642521206,0,14581,7800.585858585859,3.5208780148161813,0.05927404065347106,3800,4200,4500,4700,5300,5800,6400,6800,8800,15000,15000
GET,/product/2ZYFJ3GM2N,2045,40,3800,3863.8585284728115,2,16555,7780.569193154034,3.4632975181813808,0.06774176074682407,3800,4200,4500,4700,5200,5700,6300,6700,8800,17000,17000
GET,/product/66VCHSJNUP,2116,44,3700,3826.501715657956,1,16758,7744.744328922496,3.5835391435069934,0.07451593682150648,3700,4200,4400,4600,5100,5600,6200,6800,15000,17000,17000
GET,/product/6E92ZMYYFZ,2080,41,3700,3825.882053881642,2,16805,7737.495673076923,3.522571558834852,0.06943530476549467,3700,4100,4400,4600,5200,5700,6300,6700,16000,17000,17000
GET,/product/9SIQT8TOJO,2105,43,3800,3865.9662910745483,10,17886,7782.358669833729,3.564910159301617,0.07282239280283588,3800,4200,4500,4700,5300,5800,6400,6900,15000,18000,18000
GET,/product/L9ECAV7KIM,2118,44,3700,3830.1366102284264,0,17200,7738.6973559962225,3.586926231544335,0.07451593682150648,3700,4200,4500,4700,5200,5700,6300,6700,10000,17000,17000
GET,/product/LS4PSXUNUM,2204,38,3700,3823.219582390184,19,14793,7765.196007259528,3.7325710171500064,0.06435467270948286,3700,4200,4500,4600,5300,5700,6200,6700,8100,15000,15000
GET,/product/OLJCESPC7Z,2134,39,3800,3846.661379169249,29,17999,7791.6991565135895,3.614022935843064,0.06604821672815347,3800,4200,4500,4600,5300,5700,6300,6800,14000,18000,18000
POST,/setCurrency,2936,70,4800,5007.870241987776,0,17120,10317.647138964578,4.972245238816887,0.11854808130694212,4800,5400,5900,6100,6900,7700,8600,9300,14000,17000,17000
,Aggregated,33901,800,4000,4233.051811992382,0,17999,9986.214624937318,57.41283577695207,1.3548352149364815,4000,4600,5000,5300,6100,7000,8100,9000,14000,17000,18000
