Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1894,0,4400,5347.243400211193,1513,14438,10551.90126715945,3.2089162653599805,0.0,4400,5200,6000,7100,10000,11000,12000,13000,14000,14000,14000
GET,/cart,4420,0,3800,3936.833031674208,1107,9796,13620.87149321267,7.4886007882212855,0.0,3800,4300,4600,4800,5500,6000,6800,7300,8600,9800,9800
POST,/cart,4317,0,5500,5639.419272643039,2305,13898,17892.137595552467,7.314092670305722,0.0,5500,6000,6400,6700,7500,8100,9000,9800,12000,14000,14000
POST,/cart/checkout,1444,4,3100,3182.4037396121885,194,8508,6802.074099722991,2.446502157961886,0.006777014287983064,3100,3500,3700,3800,4400,5000,5600,6000,7800,8500,8500
GET,/product/0PUK6V6EV0,2062,0,3600,3750.8797284190105,1521,10698,7918.124151309408,3.493550865455269,0.0,3600,4000,4300,4500,5100,5700,6400,7400,10000,11000,11000
GET,/product/1YMWWN1N4O,2136,0,3600,3747.630617977528,1520,10598,7934.489232209738,3.618925629782956,0.0,3600,4000,4300,4500,5000,5600,6300,7300,10000,11000,11000
GET,/product/2ZYFJ3GM2N,2122,0,3600,3720.4514608859567,1461,11304,7939.167766258247,3.595206079775015,0.0,3600,4000,4300,4500,5000,5600,6400,7200,9700,11000,11000
GET,/product/66VCHSJNUP,2211,0,3600,3738.431931252827,1486,10501,7904.347806422434,3.7459946476826387,0.0,3600,4000,4300,4500,5100,5600,6200,6800,9600,11000,11000
GET,/product/6E92ZMYYFZ,2159,0,3600,3735.3774895785086,1217,9809,7889.540991199629,3.657893461938859,0.0,3600,4000,4300,4500,5100,5600,6200,6900,9000,9800,9800
GET,/product/9SIQT8TOJO,2147,0,3600,3750.375407545412,1114,10104,7945.460176991151,3.6375624190749094,0.0,3600,4000,4300,4500,5100,5600,6300,6900,9900,10000,10000
GET,/product/L9ECAV7KIM,2139,0,3600,3767.0210378681627,1401,11578,7903.385226741468,3.6240083904989433,0.0,3600,4000,4300,4500,5100,5800,6600,7200,9800,12000,12000
GET,/product/LS4PSXUNUM,2119,0,3600,3761.227465785748,1232,11796,7911.222274657857,3.590123319059028,0.0,3600,4000,4300,4500,5100,5600,6300,7300,9100,12000,12000
GET,/product/OLJCESPC7Z,2059,0,3600,3727.0242836328316,1377,9530,7947.39630888781,3.4884681047392823,0.0,3600,4000,4300,4400,5000,5500,6200,6800,9300,9500,9500
POST,/setCurrency,2924,0,4700,4906.352599179207,1748,15801,10568.129958960328,4.953997444515619,0.0,4700,5200,5600,5900,6800,7600,8700,9800,14000,16000,16000
,Aggregated,34153,4,3900,4173.382191901151,194,15801,10244.409510145522,57.86384224437139,0.006777014287983064,3900,4400,4800,5100,6000,6800,8200,9500,13000,14000,16000
