Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748398903,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748398904,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748398905,100,,Aggregated,0.000000,0.000000,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,12,0,1800,1822.0833333333333,1669,1913,10499.0
1748398906,150,,Aggregated,0.000000,0.000000,2700,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,42,0,2700,2458.5476190476193,1669,2908,10499.0
1748398907,200,,Aggregated,0.000000,0.000000,2700,2900,2900,2900,3000,3000,3300,3400,3400,3400,3400,60,0,2700,2422.2166666666667,1522,3417,10107.7
1748398908,250,,Aggregated,5.333333,0.000000,2900,2900,3000,3000,3500,3700,3900,3900,3900,3900,3900,78,0,2800,2635.769230769231,1522,3937,9966.102564102564
1748398909,300,,Aggregated,12.000000,0.000000,2900,2900,3200,3500,4000,4100,4900,4900,4900,4900,4900,102,0,2900,2808.7843137254904,1296,4914,9717.401960784313
1748398910,350,,Aggregated,12.400000,0.000000,2900,3200,3700,3900,4100,5000,5200,5800,5900,5900,5900,129,0,2900,3014.6666666666665,1296,5909,9614.806201550387
1748398911,400,,Aggregated,14.000000,0.000000,2900,3700,4000,4800,6000,6000,6300,6400,6700,6700,6700,166,0,2900,3382.2951807228915,1296,6709,9618.650602409638
1748398912,450,,Aggregated,16.142857,0.000000,3000,4000,5000,5900,6300,6800,6900,6900,7200,7200,7200,199,0,3000,3696.9497487437184,1296,7211,9638.261306532664
1748398913,500,,Aggregated,0.000000,0.000000,6600,7100,7200,7600,7600,7700,7700,7700,7700,7700,7700,30,0,6600,5404.233333333334,2189,7717,10133.5
1748398914,500,,Aggregated,0.000000,0.000000,6900,7300,7600,7600,8100,8300,8400,8600,8600,8600,8600,66,0,6700,6094.969696969697,2189,8611,10292.121212121212
