Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1854,0,4200,4734.654261057173,1309,12555,10553.941747572815,3.1414630915034922,0.0,4200,4800,5400,5900,7600,9200,10000,11000,12000,13000,13000
GET,/cart,4591,0,3700,3831.5393160531476,1219,8669,13574.590503158353,7.779103049132973,0.0,3700,4200,4500,4700,5300,5900,6500,6900,7800,8700,8700
POST,/cart,4344,0,5300,5472.692219152855,2396,12806,17944.370626151012,7.360580188506564,0.0,5300,5900,6200,6500,7100,7800,8700,9100,11000,13000,13000
POST,/cart/checkout,1420,8,3000,3061.856338028169,309,7400,6796.7147887323945,2.4060828424676153,0.013555396295592199,3000,3400,3600,3800,4300,4700,5200,5600,7200,7400,7400
GET,/product/0PUK6V6EV0,2111,0,3600,3657.0933207010894,1458,8497,7914.39554713406,3.5769301974993915,0.0,3600,3900,4200,4400,4900,5300,6000,6400,7800,8500,8500
GET,/product/1YMWWN1N4O,2276,0,3600,3685.909050966608,1637,8504,7932.347978910369,3.8565102460959806,0.0,3600,3900,4200,4400,4900,5400,5900,6400,7700,8500,8500
GET,/product/2ZYFJ3GM2N,2099,0,3500,3615.0890900428776,1312,8105,7933.143878037161,3.5565971030560033,0.0,3500,3900,4200,4300,4800,5300,5700,6500,7700,8100,8100
GET,/product/66VCHSJNUP,2133,0,3600,3664.1673699015473,1341,9796,7900.796061884669,3.6142075373122697,0.0,3600,3900,4200,4300,4800,5200,5900,6500,8500,9800,9800
GET,/product/6E92ZMYYFZ,2189,0,3500,3629.45180447693,1535,8603,7885.47327546825,3.7090953113814153,0.0,3500,3900,4100,4300,4800,5300,5800,6600,7800,8600,8600
GET,/product/9SIQT8TOJO,2081,0,3600,3681.6761172513216,1342,8378,7936.626621816435,3.5260974613909206,0.0,3600,3900,4200,4400,4900,5300,5900,6600,8100,8400,8400
GET,/product/L9ECAV7KIM,2122,0,3500,3610.7318567389257,1496,8941,7895.215362865221,3.595568867405831,0.0,3500,3900,4100,4300,4800,5200,5900,6400,8300,8900,8900
GET,/product/LS4PSXUNUM,2115,0,3500,3631.7347517730495,1303,8992,7906.246335697399,3.5837078956471875,0.0,3500,3900,4100,4300,4800,5300,6000,6500,8200,9000,9000
GET,/product/OLJCESPC7Z,2210,0,3600,3660.016742081448,1534,7920,7936.861990950226,3.744678226657345,0.0,3600,3900,4200,4300,4900,5300,6000,6500,7600,7900,7900
POST,/setCurrency,3072,0,4400,4601.319661458333,1780,13608,10567.622721354166,5.205272177507404,0.0,4400,4900,5300,5600,6300,7000,8100,9200,11000,14000,14000
,Aggregated,34617,8,3800,4020.4602363000836,309,13608,10255.423491348181,58.65589419556439,0.013555396295592199,3800,4300,4600,4900,5700,6500,7400,8200,11000,12000,14000
