Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1908,0,4400,5372.3663522012575,1446,15819,10551.49895178197,3.2327895971204756,0.0,4400,5100,5900,7000,10000,12000,13000,14000,16000,16000,16000
GET,/cart,4456,0,3600,3747.5545332136444,1305,8833,13463.238330341113,7.549953063296037,0.0,3600,4100,4400,4600,5200,5700,6300,6600,7900,8800,8800
POST,/cart,4436,0,5300,5426.067177637511,2109,11985,17963.311541929666,7.516066379888066,0.0,5300,5800,6200,6500,7100,7700,8300,8800,11000,12000,12000
POST,/cart/checkout,1471,4,3000,3072.7097212780423,698,8416,6801.826648538409,2.4923655646563,0.006777336681594289,3000,3400,3600,3800,4200,4700,5200,5500,6100,8400,8400
GET,/product/0PUK6V6EV0,2150,0,3500,3604.870697674419,1328,9177,7916.924186046512,3.64281846635693,0.0,3500,3900,4100,4300,4700,5200,5900,6300,8300,9200,9200
GET,/product/1YMWWN1N4O,2273,0,3500,3629.1953365596128,1325,9765,7935.684117905851,3.8512215693159546,0.0,3500,3900,4200,4300,4800,5100,5700,6400,8800,9800,9800
GET,/product/2ZYFJ3GM2N,2209,0,3500,3621.2847442281577,1373,9009,7937.935264825713,3.7427841824104457,0.0,3500,3900,4100,4300,4800,5300,5900,6500,7500,9000,9000
GET,/product/66VCHSJNUP,2103,0,3500,3631.2491678554447,1329,8699,7906.724203518783,3.5631847603481974,0.0,3500,3900,4200,4300,4800,5200,5800,6300,7400,8700,8700
GET,/product/6E92ZMYYFZ,2191,0,3500,3617.0999543587404,1147,7765,7887.557279780922,3.7122861673432714,0.0,3500,3900,4100,4300,4800,5200,5800,6300,7700,7800,7800
GET,/product/9SIQT8TOJO,2258,0,3500,3611.691762621789,1136,8796,7946.810008857396,3.825806556759976,0.0,3500,3900,4100,4300,4800,5200,5900,6700,8000,8800,8800
GET,/product/L9ECAV7KIM,2231,0,3500,3614.7624383684447,1253,9590,7910.325414612282,3.7800595341592147,0.0,3500,3900,4200,4300,4800,5300,5900,6500,8000,9600,9600
GET,/product/LS4PSXUNUM,2087,0,3600,3639.2827024436992,1212,9241,7906.9444178246285,3.53607541362182,0.0,3600,3900,4200,4300,4900,5300,5800,6100,7800,9200,9200
GET,/product/OLJCESPC7Z,2107,0,3500,3590.214048410062,1011,8200,7939.271476032273,3.5699620970297916,0.0,3500,3900,4100,4200,4700,5200,5800,6300,7200,8200,8200
POST,/setCurrency,2978,0,4400,4555.902283411686,2020,13814,10566.946608462054,5.0457271594469475,0.0,4400,4900,5300,5500,6200,6800,7600,8500,12000,14000,14000
,Aggregated,34858,4,3800,4017.6481152102815,698,15819,10230.328762407482,59.06110051175343,0.006777336681594289,3800,4300,4600,4900,5700,6400,7600,8900,13000,16000,16000
