Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1803,343,4000,4133.066158689135,0,22947,8569.594564614532,3.0531874110835835,0.5808337670558342,4000,4600,4900,5100,5900,6600,7400,7700,19000,23000,23000
GET,/cart,4532,64,3700,3816.2713967444733,0,22050,13228.886584289497,7.6744566539272325,0.10837714603957256,3700,4200,4500,4700,5300,5900,6500,7000,8300,22000,22000
POST,/cart,4413,80,5500,5560.421791526404,1,23405,17662.35191479719,7.472942898009902,0.1354714325494657,5500,6000,6400,6700,7400,8000,8900,9400,11000,23000,23000
POST,/cart/checkout,1462,32,3100,3112.3522571819426,14,14033,6671.675102599179,2.475740429841486,0.05418857301978628,3100,3400,3700,3900,4300,4700,5100,5600,7000,14000,14000
GET,/product/0PUK6V6EV0,2184,32,3600,3648.147435897436,75,7903,7784.011904761905,3.6983701086004137,0.05418857301978628,3600,4000,4200,4400,4900,5300,5800,6200,7200,7900,7900
GET,/product/1YMWWN1N4O,2239,27,3600,3665.9636000692326,2,7737,7817.904421616793,3.7915067184781717,0.045721608485444674,3600,4000,4200,4400,4900,5400,6000,6300,7500,7700,7700
GET,/product/2ZYFJ3GM2N,2129,33,3600,3671.3810670179,1,7507.663995027542,7793.460779708784,3.605233498722656,0.055881965926654606,3600,4000,4300,4500,5000,5400,6000,6400,7400,7500,7500
GET,/product/66VCHSJNUP,2179,35,3600,3665.542632018787,67,9780,7758.381367599816,3.689903144066072,0.05926875174039125,3600,4000,4300,4400,4900,5300,5900,6400,7800,9800,9800
GET,/product/6E92ZMYYFZ,2179,36,3600,3643.9825505589315,0,8108,7740.055071133547,3.689903144066072,0.06096214464725957,3600,4000,4200,4400,4900,5300,5800,6100,7600,8100,8100
GET,/product/9SIQT8TOJO,2150,32,3600,3670.219069767442,0,7145,7798.393488372093,3.640794749766891,0.05418857301978628,3600,4000,4300,4500,5000,5400,5900,6300,6900,7100,7100
GET,/product/L9ECAV7KIM,2127,31,3600,3668.6868829337095,74,23114,7768.204983544899,3.6018467129089196,0.05249518011291796,3600,4000,4200,4400,4900,5300,5900,6300,7900,23000,23000
GET,/product/LS4PSXUNUM,2233,33,3600,3683.6239681594097,2,7487,7766.623824451411,3.7813463610369618,0.055881965926654606,3600,4000,4300,4400,4900,5400,5900,6200,7200,7500,7500
GET,/product/OLJCESPC7Z,2179,35,3600,3656.8065006704596,1,8388,7790.097292335934,3.689903144066072,0.05926875174039125,3600,4000,4200,4400,4900,5400,5900,6400,7400,8400,8400
POST,/setCurrency,2935,52,4600,4803.4204429301535,2,19414,10382.63066439523,4.9701081816585235,0.08805643115715271,4600,5200,5700,5900,6700,7400,8200,8700,11000,19000,19000
,Aggregated,34744,865,3800,4022.0226073883937,0,23405,9959.999251669353,58.835243156232956,1.464784864441098,3800,4400,4700,5000,5800,6500,7400,7900,10000,22000,23000
