Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1863,0,4100,5080.1470746108425,1465,14642,10551.146001073537,3.1570099015141175,0.0,4100,4900,5800,6900,9700,11000,12000,13000,14000,15000,15000
GET,/cart,4594,0,3600,3682.807357422725,1043,9264,13586.501088376142,7.7849186728694875,0.0,3600,4000,4300,4500,5100,5600,6200,6700,7900,9300,9300
POST,/cart,4428,0,5100,5278.920054200542,2008,11293,17951.588753387536,7.503617736932105,0.0,5100,5700,6000,6300,7000,7600,8400,8900,10000,11000,11000
POST,/cart/checkout,1450,7,2900,2958.3758620689655,479,6795,6798.886896551724,2.4571467295735214,0.011862087660010102,2900,3200,3500,3600,4100,4500,4900,5200,5900,6800,6800
GET,/product/0PUK6V6EV0,2275,0,3400,3489.1446153846155,1472,8286,7915.2536263736265,3.8551784895032832,0.0,3400,3700,4000,4200,4700,5200,5700,6200,8100,8300,8300
GET,/product/1YMWWN1N4O,2242,0,3400,3481.963425512935,1261,7902,7925.71543264942,3.7992572191060927,0.0,3400,3700,4000,4200,4700,5100,5700,6100,7600,7900,7900
GET,/product/2ZYFJ3GM2N,2215,0,3400,3491.9896162528216,1413,8496,7941.106997742663,3.7535034524174824,0.0,3400,3800,4000,4200,4700,5000,5600,6000,7100,8500,8500
GET,/product/66VCHSJNUP,2102,0,3400,3488.55946717412,1319,9003,7902.182683158896,3.562015465905891,0.0,3400,3700,4000,4200,4700,5100,5700,6300,7600,9000,9000
GET,/product/6E92ZMYYFZ,2248,0,3400,3508.4163701067614,1336,8003,7887.260676156584,3.809424722814673,0.0,3400,3700,4000,4200,4700,5200,5800,6200,7200,8000,8000
GET,/product/9SIQT8TOJO,2254,0,3400,3492.418811002662,1513,8393,7940.649511978704,3.819592226523253,0.0,3400,3700,4000,4200,4700,5100,5600,6200,7700,8400,8400
GET,/product/L9ECAV7KIM,2249,0,3400,3452.236104935527,1246,7609,7905.780791462872,3.811119306766103,0.0,3400,3700,3900,4100,4600,5100,5600,6200,7400,7600,7600
GET,/product/LS4PSXUNUM,2173,0,3400,3487.0685687988957,1518,7590,7901.629544408652,3.6823309264574218,0.0,3400,3700,4000,4200,4700,5200,5700,6400,7100,7600,7600
GET,/product/OLJCESPC7Z,2199,0,3400,3510.988631195998,1340,8107,7932.578444747613,3.726390109194602,0.0,3400,3700,4000,4200,4700,5200,5800,6400,8000,8100,8100
POST,/setCurrency,3011,0,4200,4434.668216539356,1628,12717,10568.474261042842,5.102392277755774,0.0,4200,4700,5100,5400,6100,6800,8000,8900,11000,13000,13000
,Aggregated,35303,7,3600,3881.6437696513044,479,14642,10232.624196243945,59.82389723733381,0.011862087660010102,3600,4100,4500,4700,5500,6300,7500,8600,12000,14000,15000
