Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748404681,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748404682,50,,Aggregated,0.000000,0.000000,930,930,930,930,930,930,930,930,930,930,930,2,0,926,926.0,926,926,10499.0
1748404683,100,,Aggregated,0.000000,0.000000,1500,1600,1600,1600,1700,1900,1900,1900,1900,1900,1900,29,0,1500,1454.0689655172414,926,1892,10499.0
1748404684,150,,Aggregated,0.000000,0.000000,1700,2000,2000,2100,2700,2800,2900,2900,2900,2900,2900,55,0,1700,1802.1636363636364,926,2906,10247.254545454545
1748404685,200,,Aggregated,0.000000,0.000000,1800,2000,2000,2100,2700,2700,2900,2900,2900,2900,2900,73,0,1800,1825.6301369863013,926,2906,9719.657534246575
1748404686,250,,Aggregated,17.000000,0.000000,2400,2800,3500,3700,3700,3800,3800,4000,4000,4000,4000,149,0,2400,2496.5704697986575,926,3994,9605.409395973154
1748404687,300,,Aggregated,18.250000,0.000000,2600,3500,3700,3700,3800,3800,3900,4000,4000,4000,4000,175,0,2600,2661.3542857142857,926,3994,9709.182857142858
1748404688,350,,Aggregated,29.000000,0.000000,2700,3700,3700,3800,3900,4200,4700,4900,4900,4900,4900,190,0,2700,2758.257894736842,926,4892,9720.463157894737
1748404689,400,,Aggregated,28.166667,0.000000,2900,3700,3800,3800,4700,4800,5500,5800,5900,5900,5900,215,0,2900,2986.618604651163,926,5882,9757.520930232558
1748404690,450,,Aggregated,28.166667,0.000000,3200,3700,3800,4100,4900,5200,5800,6100,6200,6200,6200,239,0,3200,3161.0962343096235,926,6194,9721.259414225942
1748404691,500,,Aggregated,0.000000,0.000000,4800,5200,6500,6600,6700,7600,7600,7600,7600,7600,7600,21,0,4800,5331.9047619047615,3282,7591,8472.52380952381
1748404692,500,,Aggregated,0.000000,0.000000,6000,6500,6700,7000,7600,8000,8800,9000,9000,9000,9000,57,0,6000,5927.8421052631575,3282,8991,9007.964912280702
1748404693,500,,Aggregated,21.000000,0.000000,6700,7000,7600,7700,8000,8700,8800,9100,9800,9800,9800,188,0,6700,6400.212765957447,2872,9780,9354.409574468085
1748404694,500,,Aggregated,20.000000,0.000000,6800,7200,7700,7800,8200,8700,8800,9100,9800,9800,9800,246,0,6800,6572.077235772358,2872,9780,9577.617886178861
1748404695,500,,Aggregated,52.333333,0.000000,6900,7200,7700,7800,8200,8700,8800,9200,9800,9800,9800,287,0,6900,6636.770034843205,2383,9780,9676.630662020905
1748404696,500,,Aggregated,61.000000,0.000000,7000,7400,7800,7900,8200,8700,8800,9100,9800,9800,9800,322,0,7000,6678.105590062112,2383,9780,9696.95652173913
1748404697,500,,Aggregated,53.800000,0.000000,7000,7500,7800,7900,8200,8800,9100,9400,10000,10000,10000,358,0,7000,6711.153631284917,2383,9989,9616.67877094972
1748404698,500,,Aggregated,51.000000,0.000000,6800,7400,7800,7900,8300,8800,9500,9800,11000,11000,11000,439,0,6800,6563.669703872437,2383,10884,9321.148063781322
1748404699,500,,Aggregated,49.000000,0.000000,6800,7400,7800,7900,8300,8900,9600,10000,12000,12000,12000,464,0,6800,6571.443965517241,2383,11994,9255.913793103447
1748404700,500,,Aggregated,51.375000,0.000000,6800,7400,7800,7900,8500,9000,9800,10000,12000,12000,12000,483,0,6800,6591.633540372671,2383,11994,9234.107660455487
1748404701,500,,Aggregated,51.111111,0.000000,6900,7500,7900,8000,8800,10000,12000,12000,13000,13000,13000,564,0,6900,6769.170212765957,2383,13008,9381.789007092199
1748404702,500,,Aggregated,46.600000,0.000000,6900,7600,8000,8200,9400,11000,12000,13000,14000,14000,14000,666,0,6900,6909.7342342342345,1484,13887,9297.626126126126
1748404703,500,,Aggregated,49.200000,0.000000,7100,7900,8300,8900,12000,13000,13000,14000,14000,14000,14000,812,0,7100,7358.9236453201975,1484,14493,9370.47906403941
1748404704,500,,Aggregated,59.300000,0.000000,7000,7800,8300,8800,12000,12000,13000,14000,14000,14000,14000,842,0,7000,7257.2636579572445,1484,14493,9346.68408551069
1748404705,500,,Aggregated,65.100000,0.000000,7000,7800,8200,8800,12000,12000,13000,14000,14000,14000,14000,860,0,7000,7186.1906976744185,1484,14493,9328.456976744186
1748404706,500,,Aggregated,59.600000,0.000000,6800,7700,8100,8600,11000,12000,13000,14000,14000,14000,14000,944,0,6800,6950.090042372882,1484,14493,9218.83156779661
1748404707,500,,Aggregated,58.200000,0.000000,6600,7600,8000,8400,11000,12000,13000,14000,14000,14000,14000,1015,0,6600,6801.043349753694,1484,14493,9231.03251231527
1748404708,500,,Aggregated,61.900000,0.000000,6400,7400,7900,8300,11000,12000,13000,14000,14000,14000,14000,1078,1,6400,6688.146567717997,709,14493,9271.479591836734
1748404709,500,,Aggregated,64.000000,0.000000,6200,7200,7900,8200,10000,12000,13000,14000,14000,14000,14000,1152,1,6200,6522.340277777777,709,14493,9302.297743055555
1748404710,500,,Aggregated,66.500000,0.100000,6100,7100,7800,8100,10000,12000,13000,13000,14000,14000,14000,1206,1,6100,6401.820066334992,709,14493,9296.436981757877
1748404711,500,,Aggregated,68.900000,0.100000,6000,7100,7800,8100,9800,12000,13000,13000,14000,14000,14000,1240,1,6000,6332.304838709678,709,14493,9333.529032258064
1748404712,500,,Aggregated,73.700000,0.100000,5700,7000,7700,8000,9500,12000,13000,13000,14000,14000,14000,1324,1,5700,6153.889728096677,709,14493,9267.09667673716
1748404713,500,,Aggregated,72.200000,0.100000,5600,6900,7600,7900,9400,12000,13000,13000,14000,14000,14000,1378,1,5600,6070.426705370101,709,14493,9339.627721335268
1748404714,500,,Aggregated,66.600000,0.100000,5400,6900,7500,7900,9300,12000,13000,13000,14000,14000,14000,1434,1,5400,5973.485355648536,709,14493,9293.205020920503
1748404715,500,,Aggregated,66.600000,0.100000,5300,6800,7400,7800,9200,12000,13000,13000,14000,14000,14000,1483,1,5300,5906.053270397842,709,14493,9312.728253540121
1748404716,500,,Aggregated,54.200000,0.100000,5100,6600,7200,7700,9100,12000,13000,13000,14000,14000,14000,1566,1,5100,5788.546615581098,709,14493,9292.985312899105
1748404717,500,,Aggregated,63.200000,0.100000,5000,6400,7200,7700,9000,12000,13000,13000,14000,14000,14000,1640,1,5000,5699.346951219512,709,14493,9311.741463414633
