Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748404080,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748404081,50,,Aggregated,0.000000,0.000000,900,920,920,920,930,930,930,930,930,930,930,7,0,900,885.5714285714286,727,928,10499.0
1748404082,100,,Aggregated,0.000000,0.000000,1700,1700,1800,1900,1900,1900,1900,1900,1900,1900,1900,50,0,1700,1498.84,727,1933,10499.0
1748404083,150,,Aggregated,0.000000,0.000000,1700,1800,1900,1900,1900,1900,1900,2000,2000,2000,2000,83,0,1700,1589.6024096385543,727,1954,9939.722891566265
1748404084,200,,Aggregated,9.000000,0.000000,1800,1900,1900,2000,2500,2600,2700,2800,2900,2900,2900,130,0,1800,1775.1846153846154,727,2920,9519.430769230768
1748404085,250,,Aggregated,18.333333,0.000000,1800,1900,2000,2100,2600,2900,3500,3600,3700,3700,3700,141,0,1800,1870.5744680851064,727,3720,9570.404255319148
1748404086,300,,Aggregated,23.500000,0.000000,1900,2600,3000,3500,3800,3900,4800,4800,4800,4800,4800,203,0,1900,2376.886699507389,727,4842,9621.57142857143
1748404087,350,,Aggregated,27.000000,0.000000,2200,2800,3500,3700,3900,4600,4800,5400,5400,5400,5400,232,0,2200,2554.469827586207,727,5433,9665.254310344828
1748404088,400,,Aggregated,23.500000,0.000000,2200,2900,3500,3800,4100,4600,4800,5400,5900,5900,5900,238,0,2200,2600.138655462185,727,5920,9711.289915966387
1748404089,450,,Aggregated,31.285714,0.000000,2600,3400,3800,3900,4600,5400,5600,5900,6900,6900,6900,267,0,2600,2797.741573033708,727,6918,9636.059925093634
1748404090,500,,Aggregated,0.000000,0.000000,4400,6000,6400,6500,6900,6900,6900,7200,7200,7200,7200,70,0,4400,5004.557142857143,2821,7216,9183.171428571428
1748404091,500,,Aggregated,0.000000,0.000000,5700,6400,6500,6700,6900,7300,7600,7800,7800,7800,7800,91,0,5700,5366.846153846154,2821,7817,9521.362637362638
1748404092,500,,Aggregated,12.000000,0.000000,6000,6500,6900,6900,7600,7900,8500,8600,8800,8800,8800,120,0,6000,5702.316666666667,2821,8813,9490.233333333334
1748404093,500,,Aggregated,40.000000,0.000000,6200,6700,7000,7200,7900,8100,8600,8800,8800,8800,8800,174,0,6200,5842.798850574713,2821,8825,9504.229885057472
