Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1852,14,4500,5076.1452483801295,41,15036,10474.356911447085,3.1377447062011097,0.023719452422686572,4500,5200,5900,6500,8700,9800,11000,11000,15000,15000,15000
GET,/cart,4387,35,3700,3838.1026529940996,0,17876,13316.732619101893,7.4326598413089995,0.059298631056716435,3700,4200,4500,4800,5400,6000,6700,7200,9500,18000,18000
POST,/cart,4407,57,5500,5648.452974304486,1,16619,17720.445881552077,7.466544773341409,0.09657205629236676,5500,6000,6500,6700,7600,8400,9700,11000,13000,17000,17000
POST,/cart/checkout,1479,39,3100,3176.8476184671363,9,9190,6670.864773495605,2.5057907237966743,0.06607561746319832,3100,3500,3800,4000,4500,5000,5600,6400,8200,9200,9200
GET,/product/0PUK6V6EV0,2119,20,3600,3768.579989471418,30,10296,7846.412458706937,3.5901085488337747,0.03388493203240939,3600,4000,4300,4500,5000,5800,6900,7800,10000,10000,10000
GET,/product/1YMWWN1N4O,2193,12,3600,3745.3217288112746,0,9999,7893.197446420429,3.7154827973536895,0.020330959219445634,3600,4000,4300,4500,5100,5700,6600,7500,8900,10000,10000
GET,/product/2ZYFJ3GM2N,2155,18,3600,3746.995975842199,52,14829,7877.134570765661,3.6511014264921116,0.03049643882916845,3600,4000,4300,4500,5000,5700,6600,7500,9700,15000,15000
GET,/product/66VCHSJNUP,2096,20,3600,3779.825674518095,0,16276,7836.68893129771,3.551140876996504,0.03388493203240939,3600,4000,4300,4500,5100,5700,6700,7400,9300,16000,16000
GET,/product/6E92ZMYYFZ,2060,12,3600,3807.5912621359225,1,17808,7850.130097087379,3.490147999338167,0.020330959219445634,3600,4000,4300,4500,5200,5900,6900,8000,13000,18000,18000
GET,/product/9SIQT8TOJO,2140,24,3600,3751.209794615003,0,12654,7853.6,3.6256877274678048,0.04066191843889127,3600,4000,4300,4500,5100,5700,6500,7400,11000,13000,13000
GET,/product/L9ECAV7KIM,2172,16,3600,3740.0882591579125,1,10895,7846.099447513812,3.67990361871966,0.027107945625927513,3600,4000,4300,4500,5000,5600,6600,7700,9900,11000,11000
GET,/product/LS4PSXUNUM,2119,23,3600,3745.255521161907,0,12222,7825.925436526663,3.5901085488337747,0.0389676718372708,3600,4000,4300,4500,5100,5700,6600,7200,10000,12000,12000
GET,/product/OLJCESPC7Z,2072,12,3600,3770.6628890574816,50,15399,7892.075289575289,3.510478958557613,0.020330959219445634,3600,4000,4300,4500,5100,5600,6400,7300,11000,15000,15000
POST,/setCurrency,3019,45,4700,4967.612252761546,1,18858,10410.907585293144,5.114930490292197,0.07624109707292112,4700,5300,5700,6000,7000,8000,9700,11000,14000,19000,19000
,Aggregated,34270,347,3900,4165.958556194462,0,18858,10140.129267580975,58.06183103753349,0.5879035707623029,3900,4400,4800,5100,6000,7000,8300,9300,13000,18000,19000
