timestamp,adservice_running,adservice_paused,cartservice_running,cartservice_paused,checkoutservice_running,checkoutservice_paused,currencyservice_running,currencyservice_paused,emailservice_running,emailservice_paused,paymentservice_running,paymentservice_paused,frontend_running,frontend_paused,productcatalogservice_running,productcatalogservice_paused,recommendationservice_running,recommendationservice_paused,shippingservice_running,shippingservice_paused
2025-04-28T12:37:38.486670,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0
2025-04-28T12:37:53.630929,3,0,3,0,3,0,3,0,2,0,2,0,2,0,1,1,1,1,1,1
2025-04-28T12:38:08.818170,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0
2025-04-28T12:38:23.970685,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0
2025-04-28T12:38:39.152392,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0
2025-04-28T12:38:54.295798,2,0,2,0,2,0,2,0,1,1,1,1,1,1,3,0,3,0,3,0
2025-04-28T12:39:09.441401,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:39:24.580628,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:39:39.725722,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:39:54.889329,2,0,2,0,2,0,0,2,0,2,1,1,1,1,3,0,3,0,3,0
2025-04-28T12:40:10.031172,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:40:25.174708,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:40:40.322020,1,1,1,1,1,1,2,0,2,0,2,0,2,0,3,0,3,0,3,0
2025-04-28T12:40:55.482922,2,0,2,0,2,0,3,0,3,0,3,0,2,0,2,0,2,0,2,0
