timestamp,adservice_running,adservice_paused,cartservice_running,cartservice_paused,checkoutservice_running,checkoutservice_paused,currencyservice_running,currencyservice_paused,emailservice_running,emailservice_paused,paymentservice_running,paymentservice_paused,productcatalogservice_running,productcatalogservice_paused,recommendationservice_running,recommendationservice_paused,shippingservice_running,shippingservice_paused,optimize_flag,pause_flag
2025-06-01T15:44:55.542064,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:45:15.651242,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:45:35.794360,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:45:55.902483,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:46:16.028586,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:46:36.103278,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:46:56.181351,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:47:16.225586,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:47:36.269540,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:47:56.312433,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:48:16.361657,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:48:36.404633,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,3,0,0,0
2025-06-01T15:48:56.451859,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,3,0,0,0
2025-06-01T15:49:16.492401,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
2025-06-01T15:49:36.538376,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0
2025-06-01T15:49:56.580849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-01T15:50:16.638988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2025-06-01T15:50:36.678477,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:50:56.732470,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:51:16.773044,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:51:36.819425,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:51:56.861991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-01T15:52:16.911628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-06-01T15:52:36.947275,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:52:56.992469,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:53:17.030446,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:53:37.079923,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:53:57.118631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:54:17.160347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-06-01T15:54:37.233557,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:54:57.276663,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:55:17.313564,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:55:37.359196,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:55:57.397701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:56:17.445727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-06-01T15:56:37.485201,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:56:57.526451,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:57:17.563666,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:57:37.615214,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:57:57.653867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:58:17.695707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-06-01T15:58:37.731756,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:58:57.833049,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:59:17.871821,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:59:37.918522,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:59:57.956453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T16:00:18.006512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
