timestamp,adservice_running,adservice_paused,cartservice_running,cartservice_paused,checkoutservice_running,checkoutservice_paused,currencyservice_running,currencyservice_paused,emailservice_running,emailservice_paused,paymentservice_running,paymentservice_paused,productcatalogservice_running,productcatalogservice_paused,recommendationservice_running,recommendationservice_paused,shippingservice_running,shippingservice_paused,optimize_flag,pause_flag
2025-06-01T15:21:47.993837,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:22:08.281735,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:22:28.641970,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:22:48.822923,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:23:09.024144,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:23:29.732502,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:23:50.216678,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:24:10.513180,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:24:30.811126,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:24:51.056406,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:25:11.255829,2,0,2,0,2,0,2,0,0,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:25:31.567970,2,0,2,0,2,0,2,0,0,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:25:51.891658,1,0,1,0,1,0,1,0,0,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:26:12.158805,1,0,1,0,1,0,1,0,0,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:26:32.381179,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:26:52.505885,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:27:12.635269,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:27:33.101495,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:27:53.504416,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:28:13.792001,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:28:34.463810,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2025-06-01T15:28:54.647065,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,0,0
2025-06-01T15:29:15.536783,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0
2025-06-01T15:29:35.798816,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0
2025-06-01T15:29:56.118849,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2025-06-01T15:30:16.281841,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2025-06-01T15:30:36.461930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-06-01T15:30:56.545997,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,0,0
2025-06-01T15:31:17.147823,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,0,0
2025-06-01T15:31:37.570536,2,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,0,0
2025-06-01T15:31:57.905123,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,0,0
2025-06-01T15:32:18.122876,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,0,0
2025-06-01T15:32:38.349038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2025-06-01T15:32:58.536134,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:33:19.179032,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:33:39.465358,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:33:59.832812,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:34:20.015695,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0
2025-06-01T15:34:40.409809,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
2025-06-01T15:35:00.718247,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:35:21.106657,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:35:41.433118,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
2025-06-01T15:36:01.697106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:36:21.790818,3,0,2,0,2,0,2,0,2,0,3,0,2,0,3,0,2,0,0,0
2025-06-01T15:36:42.529021,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
2025-06-01T15:37:02.824503,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:37:23.114841,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0
2025-06-01T15:37:43.463815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:38:03.549120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-01T15:38:23.637930,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,0,0
2025-06-01T15:38:44.052084,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0
2025-06-01T15:39:04.371840,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,0,0
