Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1876,0,4100,4682.69776119403,1816,14191,10552.23987206823,3.1785961926009025,0.0,4100,4800,5300,5800,7400,8500,11000,12000,14000,14000,14000
GET,/cart,4679,0,3600,3727.722590297072,1346,9287,13232.301132720666,7.927852657345214,0.0,3600,4100,4400,4600,5100,5700,6200,6700,8100,9300,9300
POST,/cart,4471,0,5200,5351.508611048982,2298,12473,17948.925296354282,7.575428346012066,0.0,5200,5700,6100,6400,7000,7600,8200,8800,11000,12000,12000
POST,/cart/checkout,1471,11,2900,2966.9578518014955,188,6596,6794.120326308634,2.4923853940916456,0.01863782415704154,2900,3300,3500,3600,4100,4500,5000,5300,6500,6600,6600
GET,/product/0PUK6V6EV0,2142,0,3500,3577.485994397759,1316,9544,7914.862278244631,3.6292926676711796,0.0,3500,3800,4100,4200,4700,5100,5700,6000,9200,9500,9500
GET,/product/1YMWWN1N4O,2179,0,3400,3544.179899036255,1593,9703,7936.717301514456,3.691983530744865,0.0,3400,3800,4000,4200,4600,5100,5700,6200,9100,9700,9700
GET,/product/2ZYFJ3GM2N,2229,0,3400,3535.133692238672,1179,9603,7934.001794526694,3.776700913276872,0.0,3400,3800,4000,4200,4700,5100,5700,6200,8000,9600,9600
GET,/product/66VCHSJNUP,2210,0,3500,3560.956108597285,1440,9594,7901.411764705882,3.744508307914709,0.0,3500,3800,4000,4200,4700,5100,5600,6200,8400,9600,9600
GET,/product/6E92ZMYYFZ,2175,0,3500,3591.559540229885,1648,9802,7892.718620689655,3.6852061401423044,0.0,3500,3800,4100,4200,4700,5200,5900,6500,8900,9800,9800
GET,/product/9SIQT8TOJO,2157,0,3500,3603.24153917478,1535,10089,7938.555401019935,3.6547078824307815,0.0,3500,3800,4100,4200,4700,5100,5600,6000,9300,10000,10000
GET,/product/L9ECAV7KIM,2231,0,3500,3583.2281488121916,1302,9704,7906.557149260421,3.780089608578152,0.0,3500,3800,4100,4200,4700,5200,5800,6300,9200,9700,9700
GET,/product/LS4PSXUNUM,2143,0,3400,3562.0863275781617,1439,9601,7907.16938870742,3.6309870153218196,0.0,3400,3800,4100,4200,4700,5100,5800,6500,8200,9600,9600
GET,/product/OLJCESPC7Z,2208,0,3500,3598.384963768116,1558,9304,7938.374547101449,3.7411196126134287,0.0,3500,3900,4100,4200,4700,5200,5800,6200,8700,9300,9300
POST,/setCurrency,2934,0,4300,4492.427402862986,1824,13996,10567.070892978869,4.97121600697817,0.0,4300,4800,5100,5400,6100,6800,8000,9900,14000,14000,14000
,Aggregated,35105,11,3700,3930.7960974220196,188,14191,10219.482238997294,59.48007427572211,0.01863782415704154,3700,4200,4500,4800,5500,6300,7200,8100,12000,14000,14000
