Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748393466,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748393467,50,,Aggregated,0.000000,0.000000,750,850,860,860,960,980,980,980,980,980,980,12,0,750,776.5833333333334,647,984,10499.0
1748393468,100,,Aggregated,0.000000,0.000000,1400,1400,1500,1900,1900,2000,2000,2000,2000,2000,2000,33,0,1400,1246.8484848484848,647,1953,10499.0
1748393469,150,,Aggregated,10.000000,0.000000,1600,1900,2000,2100,2300,2300,2400,2400,2400,2400,2400,70,0,1600,1596.9142857142858,647,2359,9741.128571428571
1748393470,200,,Aggregated,15.500000,0.000000,1800,2100,2400,2500,3000,3000,3000,3000,3000,3000,3000,121,0,1800,1884.3636363636363,647,2986,9519.314049586777
1748393471,250,,Aggregated,15.500000,0.000000,2000,2600,2800,3000,3300,3600,3800,3800,3800,3800,3800,155,0,2000,2166.0193548387097,647,3804,9678.103225806452
1748393472,300,,Aggregated,25.250000,0.000000,2200,2800,3000,3100,3600,3800,3800,4000,4400,4400,4400,168,0,2200,2277.4166666666665,647,4400,9741.625
1748393473,350,,Aggregated,25.250000,0.000000,2500,3000,3300,3500,4200,4300,4400,4500,4500,4500,4500,198,0,2500,2524.929292929293,647,4479,9805.560606060606
1748393474,400,,Aggregated,27.666667,0.000000,3000,3600,3900,4100,4900,4900,5900,5900,5900,5900,5900,258,0,3000,2956.829457364341,647,5923,9724.48449612403
1748393475,450,,Aggregated,28.285714,0.000000,3300,4000,4300,4700,5700,5900,5900,6300,6700,6700,6700,322,0,3300,3358.8167701863354,647,6687,9701.978260869566
1748393476,500,,Aggregated,0.000000,0.000000,5200,5200,6200,6200,6200,6300,6300,6300,6300,6300,6300,12,0,4200,4509.333333333333,2692,6272,9133.166666666666
1748393477,500,,Aggregated,0.000000,0.000000,4700,6200,6500,6500,6500,6500,6800,6800,6800,6800,6800,44,0,4300,4938.386363636364,2692,6771,9025.022727272728
1748393478,500,,Aggregated,12.000000,0.000000,6200,6500,6800,7100,7300,7700,7900,7900,7900,7900,7900,94,0,6200,5750.031914893617,2619,7887,9599.191489361701
1748393479,500,,Aggregated,22.000000,0.000000,6400,6800,7100,7300,7700,7800,8700,8700,8700,8700,8700,143,0,6400,5980.615384615385,2619,8678,9538.265734265735
1748393480,500,,Aggregated,30.666667,0.000000,6500,6800,7200,7400,7800,8400,8700,8800,8900,8900,8900,162,0,6400,6060.172839506173,2619,8885,9510.95061728395
1748393481,500,,Aggregated,30.666667,0.000000,6400,6800,7300,7600,8400,8700,9300,9500,9800,9800,9800,230,0,6400,6138.095652173913,2619,9774,9415.691304347825
1748393482,500,,Aggregated,31.800000,0.000000,6700,7600,7800,8400,8800,9700,10000,11000,11000,11000,11000,330,0,6700,6639.424242424242,2619,10761,9596.381818181819
1748393483,500,,Aggregated,31.800000,0.000000,6700,7600,7800,8400,8800,9700,10000,11000,11000,11000,11000,333,0,6700,6650.006006006006,2619,10761,9596.05105105105
1748393484,500,,Aggregated,46.571429,0.000000,6800,7700,8400,8700,9600,10000,11000,11000,12000,12000,12000,396,0,6800,6937.05808080808,2619,11870,9617.555555555555
1748393485,500,,Aggregated,41.625000,0.000000,7000,8000,8700,9300,10000,11000,11000,12000,12000,12000,12000,506,0,7000,7141.049407114625,2619,12270,9536.205533596838
1748393486,500,,Aggregated,43.888889,0.000000,7000,8000,8800,9400,11000,11000,12000,12000,14000,14000,14000,635,0,7000,7154.524409448819,1997,13781,9400.551181102363
1748393487,500,,Aggregated,49.800000,0.000000,6700,7800,8600,9300,11000,11000,12000,12000,15000,15000,15000,713,0,6700,6931.71809256662,1897,14871,9344.20476858345
1748393488,500,,Aggregated,49.800000,0.000000,6600,7700,8500,9200,10000,11000,12000,12000,15000,15000,15000,742,0,6600,6858.669811320755,1897,14871,9311.943396226416
1748393489,500,,Aggregated,60.600000,0.000000,6500,7600,8400,8800,10000,11000,12000,12000,15000,15000,15000,805,0,6500,6715.59751552795,1897,14871,9281.38757763975
1748393490,500,,Aggregated,65.000000,0.000000,6300,7300,8100,8700,10000,11000,12000,12000,15000,15000,15000,882,0,6300,6526.497732426304,1897,14871,9218.90589569161
1748393491,500,,Aggregated,65.000000,0.000000,6200,7300,8100,8600,10000,11000,12000,12000,15000,15000,15000,911,0,6200,6490.790340285401,1897,14871,9262.084522502744
1748393492,500,,Aggregated,66.600000,0.000000,6100,7200,7900,8400,10000,11000,12000,12000,15000,15000,15000,973,0,6100,6392.958890030833,1897,14871,9326.762589928057
1748393493,500,,Aggregated,68.100000,0.000000,5800,6900,7700,8300,9700,11000,12000,12000,14000,15000,15000,1097,0,5800,6149.0911577028255,1897,14871,9432.013673655423
1748393494,500,,Aggregated,64.700000,0.000000,5700,6800,7600,8100,9600,11000,12000,12000,14000,15000,15000,1149,0,5700,6005.9695387293295,1588,14871,9387.483899042645
1748393495,500,,Aggregated,76.200000,0.000000,5500,6700,7600,8000,9600,11000,12000,12000,14000,15000,15000,1193,0,5500,5895.207879295893,1472,14871,9371.068734283319
1748393496,500,,Aggregated,76.200000,0.000000,5400,6600,7400,7900,9600,11000,12000,12000,14000,15000,15000,1239,0,5400,5792.706214689266,1472,14871,9347.80790960452
1748393497,500,,Aggregated,75.100000,0.000000,5300,6500,7300,7800,9500,11000,12000,12000,14000,15000,15000,1267,0,5300,5737.945540647198,1472,14871,9322.715074980268
1748393498,500,,Aggregated,62.100000,0.000000,5100,6400,7200,7700,9500,11000,12000,12000,14000,15000,15000,1350,0,5100,5610.7844444444445,1472,14871,9325.418518518518
1748393499,500,,Aggregated,62.100000,0.000000,4800,6200,7000,7600,9300,10000,11000,12000,14000,15000,15000,1461,0,4800,5464.146475017112,1472,14871,9313.077344284737
1748393500,500,,Aggregated,60.100000,0.000000,4700,6100,6900,7600,9300,10000,11000,12000,14000,15000,15000,1504,0,4700,5393.308510638298,1472,14871,9308.448138297872
1748393501,500,,Aggregated,65.600000,0.000000,4600,6000,6800,7400,9200,10000,11000,12000,14000,15000,15000,1548,0,4600,5335.22157622739,1472,14871,9297.389534883721
