Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1771,0,4300,4926.43308865048,1846,14871,10552.465838509317,3.0007522604046444,0.0,4300,4900,5400,6100,8400,10000,11000,12000,14000,15000,15000
GET,/cart,4647,1,3700,3828.061975468044,1226,8521,13543.302560791908,7.8737977154717,0.001694382981594943,3700,4200,4500,4700,5300,5800,6400,6800,8000,8500,8500
POST,/cart,4425,0,5400,5484.449943502825,2403,11298,17952.94440677966,7.497644693557623,0.0,5400,5900,6200,6500,7200,7800,8600,9000,10000,11000,11000
POST,/cart/checkout,1483,2,2900,3035.4902225219153,1006,7794,6804.647336480108,2.5127699617053008,0.003388765963189886,2900,3300,3500,3700,4200,4600,5200,5600,7500,7800,7800
GET,/product/0PUK6V6EV0,2127,0,3500,3585.8161730136344,1237,10391,7919.329572167372,3.603952601852444,0.0,3500,3800,4100,4200,4700,5100,5700,6200,7900,10000,10000
GET,/product/1YMWWN1N4O,2171,0,3500,3616.222478120682,1160,9303,7938.555043758636,3.6785054530426216,0.0,3500,3800,4100,4200,4800,5300,5900,6300,8400,9300,9300
GET,/product/2ZYFJ3GM2N,2168,0,3500,3628.087177121771,1460,8820,7941.578413284133,3.6734223040978367,0.0,3500,3900,4100,4300,4800,5200,6000,6500,8500,8800,8800
GET,/product/66VCHSJNUP,2162,0,3500,3605.1123959296947,1647,8803,7904.327937095282,3.663256006208267,0.0,3500,3900,4100,4200,4700,5200,5700,6500,8100,8800,8800
GET,/product/6E92ZMYYFZ,2138,0,3500,3657.293732460243,1379,7965,7885.371375116932,3.6225908146499886,0.0,3500,3900,4200,4300,4900,5300,6000,6500,7900,8000,8000
GET,/product/9SIQT8TOJO,2124,0,3500,3639.3177966101694,1437,8201,7944.036252354049,3.598869452907659,0.0,3500,3900,4100,4300,4800,5200,5800,6100,7700,8200,8200
GET,/product/L9ECAV7KIM,2140,0,3500,3609.9266355140185,1252,7741,7903.870560747663,3.625979580613178,0.0,3500,3900,4100,4300,4800,5200,5800,6300,7400,7700,7700
GET,/product/LS4PSXUNUM,2153,1,3500,3640.631676730144,1431,8405,7906.146771946122,3.6480065593739126,0.001694382981594943,3500,3900,4100,4300,4900,5300,6000,6600,8100,8400,8400
GET,/product/OLJCESPC7Z,2178,0,3500,3634.3732782369148,1490,8691,7935.847566574839,3.690366133913786,0.0,3500,3900,4200,4300,4800,5300,5900,6400,7600,8700,8700
POST,/setCurrency,3023,0,4400,4602.224611313265,1499,12394,10567.169698974529,5.122119753361513,0.0,4400,4900,5300,5500,6200,6900,7800,8300,11000,12000,12000
,Aggregated,34710,4,3800,4015.060616537021,1006,14871,10269.081964851628,58.812033291160475,0.006777531926379772,3800,4300,4600,4900,5700,6400,7500,8300,11000,13000,15000
