Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1748392865,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1748392866,50,,Aggregated,0.000000,0.000000,760,790,790,800,880,980,980,980,980,980,980,19,0,760,770.1578947368421,595,978,10499.0
1748392867,100,,Aggregated,0.000000,0.000000,1300,1500,1600,1600,1700,1800,2000,2000,2000,2000,2000,50,0,1300,1213.0,595,1965,10499.0
1748392868,150,,Aggregated,0.000000,0.000000,1500,1600,1700,1800,1900,2000,2100,2100,2100,2100,2100,97,0,1500,1402.020618556701,595,2088,9237.268041237114
1748392869,200,,Aggregated,17.000000,0.000000,1600,1800,2000,2500,2800,3000,3000,3000,3000,3000,3000,126,0,1600,1713.3015873015872,595,3001,9527.666666666666
1748392870,250,,Aggregated,17.666667,0.000000,1700,2100,2700,2800,3000,3600,3900,3900,3900,3900,3900,145,0,1700,1931.3034482758621,595,3906,9637.71724137931
1748392871,300,,Aggregated,25.250000,0.000000,2000,2900,3100,3400,4000,4000,4600,4900,4900,4900,4900,186,0,2000,2338.2473118279568,595,4890,9826.736559139785
1748392872,350,,Aggregated,26.400000,0.000000,2700,3100,3600,3900,4100,4600,4800,4800,4900,4900,4900,223,0,2700,2546.3139013452915,595,4890,9740.529147982063
1748392873,400,,Aggregated,26.000000,0.000000,2700,3100,3600,3900,4100,4600,4800,4800,4900,4900,4900,225,0,2700,2560.2044444444446,595,4890,9761.275555555556
1748392874,450,,Aggregated,28.714286,0.000000,2800,3100,3800,4000,4200,4800,5200,5400,5700,5700,5700,236,0,2800,2652.5254237288136,595,5696,9797.24152542373
1748392875,500,,Aggregated,0.000000,0.000000,5800,6800,6800,6800,6800,7000,7000,7000,7000,7000,7000,24,0,5000,5330.25,3188,6979,9456.791666666666
1748392876,500,,Aggregated,0.000000,0.000000,5300,6200,6800,6800,7200,7400,7400,7800,7800,7800,7800,67,0,5300,5411.701492537313,3084,7779,8648.194029850747
1748392877,500,,Aggregated,3.000000,0.000000,6700,7000,7400,7700,8400,8900,8900,8900,8900,8900,8900,130,0,6600,6267.538461538462,3084,8888,9135.8
1748392878,500,,Aggregated,28.500000,0.000000,6900,7700,8200,8700,9000,9200,9400,9500,10000,10000,10000,180,0,6900,6790.716666666666,3084,10009,9328.383333333333
1748392879,500,,Aggregated,26.666667,0.000000,7100,7700,8200,8600,9000,9200,9500,9900,11000,11000,11000,238,0,7000,6923.105042016807,3084,10678,9600.64705882353
1748392880,500,,Aggregated,41.750000,0.000000,7400,8000,8700,8900,9400,9900,11000,11000,11000,11000,11000,290,0,7300,7223.555172413793,3084,10960,9726.389655172414
1748392881,500,,Aggregated,40.400000,0.000000,7400,8200,8800,9000,9700,10000,11000,11000,11000,11000,11000,354,0,7400,7386.09604519774,3084,11368,9769.42372881356
1748392882,500,,Aggregated,42.666667,0.000000,7600,8500,8800,9100,9800,10000,11000,11000,12000,12000,12000,463,0,7600,7432.5961123110155,2590,12164,9666.764578833694
1748392883,500,,Aggregated,48.857143,0.000000,7500,8500,8900,9000,9700,10000,11000,11000,12000,12000,12000,556,0,7500,7300.3794964028775,2590,12164,9520.543165467627
1748392884,500,,Aggregated,50.250000,0.000000,7400,8500,8900,9100,9800,10000,11000,11000,12000,12000,12000,602,0,7400,7263.740863787375,2590,12164,9489.099667774086
1748392885,500,,Aggregated,52.555556,0.000000,7400,8500,8900,9100,9800,10000,11000,11000,12000,12000,12000,630,0,7400,7233.366666666667,2590,12164,9437.098412698413
1748392886,500,,Aggregated,55.900000,0.000000,7300,8400,8800,9000,9700,10000,11000,11000,13000,13000,13000,686,0,7300,7166.326530612245,2590,12687,9317.737609329446
1748392887,500,,Aggregated,59.900000,0.000000,7100,8200,8700,8900,9700,10000,11000,11000,13000,13000,13000,798,0,7100,7075.916040100251,2590,12687,9253.532581453634
1748392888,500,,Aggregated,61.600000,0.000000,6900,8000,8600,8900,9700,10000,11000,11000,13000,13000,13000,928,0,6900,6955.355603448276,2462,12687,9255.760775862069
1748392889,500,,Aggregated,63.900000,0.000000,6900,7900,8600,8900,9700,10000,11000,11000,13000,13000,13000,970,0,6900,6890.20824742268,2012,12687,9303.541237113403
1748392890,500,,Aggregated,63.500000,0.000000,6800,7800,8500,8800,9600,10000,11000,11000,12000,13000,13000,1020,0,6800,6727.737254901961,1442,12687,9335.331372549019
1748392891,500,,Aggregated,74.800000,0.000000,6600,7600,8400,8700,9600,10000,11000,11000,12000,13000,13000,1084,0,6600,6546.45295202952,1442,12687,9331.311808118082
1748392892,500,,Aggregated,73.100000,0.000000,6400,7500,8200,8700,9600,10000,11000,11000,12000,13000,13000,1135,0,6400,6408.860792951542,1442,12687,9403.279295154185
1748392893,500,,Aggregated,72.300000,0.000000,6200,7400,8100,8600,9400,10000,11000,11000,12000,13000,13000,1196,0,6200,6289.047658862876,1442,12687,9508.096989966556
1748392894,500,,Aggregated,71.300000,0.000000,6000,7200,8000,8500,9400,10000,11000,11000,12000,13000,13000,1263,0,6000,6120.480601741884,1442,12687,9470.820269200316
1748392895,500,,Aggregated,70.800000,0.000000,5800,7100,7900,8400,9400,10000,11000,11000,12000,13000,13000,1333,0,5800,5962.825956489122,1442,12687,9425.122280570142
1748392896,500,,Aggregated,68.400000,0.000000,5600,7000,7800,8400,9200,10000,11000,11000,12000,13000,13000,1380,0,5600,5867.676086956521,1442,12687,9385.03768115942
1748392897,500,,Aggregated,68.400000,0.000000,5500,7000,7800,8300,9200,9900,11000,11000,12000,13000,13000,1398,0,5500,5841.740343347639,1442,12687,9416.382689556509
1748392898,500,,Aggregated,69.600000,0.000000,5200,6800,7600,8100,9200,9900,11000,11000,12000,13000,13000,1504,0,5200,5680.086436170212,1442,12687,9371.68284574468
1748392899,500,,Aggregated,67.900000,0.000000,5000,6600,7400,8000,9100,9900,11000,11000,12000,13000,13000,1603,0,5000,5555.252027448534,1442,12687,9419.103555832813
1748392900,500,,Aggregated,62.500000,0.000000,4900,6400,7300,7900,9100,9800,11000,11000,12000,13000,13000,1656,0,4900,5469.350845410628,1442,12687,9366.106280193237
1748392901,500,,Aggregated,62.800000,0.000000,4900,6400,7200,7800,9000,9800,11000,11000,12000,13000,13000,1710,0,4900,5398.4976608187135,1442,12687,9334.516374269006
1748392902,500,,Aggregated,62.200000,0.000000,4800,6300,7200,7800,9000,9800,11000,11000,12000,13000,13000,1722,0,4800,5384.250290360046,1442,12687,9337.085365853658
1748392903,500,,Aggregated,60.100000,0.000000,4700,6200,7100,7700,8900,9800,11000,11000,12000,13000,13000,1816,0,4700,5295.976872246696,1442,12687,9425.047356828194
1748392904,500,,Aggregated,60.300000,0.000000,4700,6000,7000,7600,8900,9700,11000,11000,12000,13000,13000,1879,0,4700,5252.814795103779,1442,12687,9433.830761043107
1748392905,500,,Aggregated,62.500000,0.000000,4600,6000,6900,7500,8900,9700,11000,11000,12000,13000,13000,1919,0,4600,5222.618551328817,1442,12687,9422.341323606044
1748392906,500,,Aggregated,59.300000,0.000000,4500,5800,6900,7400,8900,9700,11000,11000,12000,13000,13000,1982,0,4500,5170.173057517659,1442,12687,9392.724016145308
1748392907,500,,Aggregated,57.100000,0.000000,4400,5600,6800,7300,8800,9600,10000,11000,12000,13000,13000,2085,0,4400,5104.6033573141485,1307,12687,9398.469064748202
1748392908,500,,Aggregated,56.900000,0.000000,4400,5600,6800,7300,8800,9600,10000,11000,12000,13000,13000,2112,0,4400,5090.610795454545,1307,12687,9420.207386363636
1748392909,500,,Aggregated,63.000000,0.000000,4300,5500,6700,7200,8700,9600,10000,11000,12000,13000,13000,2172,0,4300,5057.509208103131,1307,12687,9429.339318600369
1748392910,500,,Aggregated,68.000000,0.000000,4300,5300,6500,7100,8700,9600,10000,11000,12000,13000,13000,2264,0,4300,4992.79593639576,1307,12687,9449.825530035336
1748392911,500,,Aggregated,55.400000,0.000000,4200,5300,6400,7000,8600,9500,10000,11000,12000,13000,13000,2314,0,4200,4958.779170267934,1307,12687,9453.219533275713
1748392912,500,,Aggregated,60.100000,0.000000,4200,5200,6400,7000,8600,9400,10000,11000,12000,13000,13000,2367,0,4200,4910.865230249261,1307,12687,9427.031685678074
1748392913,500,,Aggregated,63.500000,0.000000,4200,5200,6300,6900,8600,9400,10000,11000,12000,13000,13000,2404,0,4200,4890.660981697171,1307,12687,9451.819467554076
1748392914,500,,Aggregated,61.900000,0.000000,4200,5200,6200,6900,8600,9400,10000,11000,12000,13000,13000,2462,0,4200,4876.964662875711,1307,12687,9460.084890333063
1748392915,500,,Aggregated,58.700000,0.000000,4200,5100,6200,6900,8500,9400,10000,11000,12000,13000,13000,2543,0,4200,4855.723161620133,1307,12687,9459.559182068424
1748392916,500,,Aggregated,57.400000,0.000000,4200,5100,6100,6800,8500,9400,10000,11000,12000,13000,13000,2585,0,4200,4843.045261121857,1307,12687,9458.95164410058
1748392917,500,,Aggregated,60.800000,0.000000,4100,5100,6000,6800,8500,9400,10000,11000,12000,13000,13000,2646,0,4100,4822.325018896448,1307,12687,9468.226379440664
1748392918,500,,Aggregated,64.300000,0.000000,4100,5000,6000,6700,8400,9300,10000,11000,12000,13000,13000,2714,0,4100,4793.382092851879,1307,12687,9455.49152542373
1748392919,500,,Aggregated,59.100000,0.000000,4100,5000,5800,6600,8300,9200,10000,11000,12000,13000,13000,2786,0,4100,4754.97343862168,1307,12687,9445.815147164394
1748392920,500,,Aggregated,58.200000,0.000000,4100,4900,5800,6500,8200,9200,10000,11000,12000,13000,13000,2844,0,4100,4735.918073136428,1307,12687,9452.052039381153
1748392921,500,,Aggregated,63.200000,0.000000,4100,4900,5700,6500,8200,9200,10000,11000,12000,13000,13000,2886,0,4100,4723.675675675676,1307,12687,9468.2920997921
1748392922,500,,Aggregated,59.800000,0.000000,4100,4900,5700,6400,8200,9200,10000,11000,12000,13000,13000,2958,0,4100,4707.4932386747805,1302,12687,9489.029073698444
1748392923,500,,Aggregated,55.600000,0.000000,4100,4900,5700,6400,8100,9200,10000,11000,12000,13000,13000,3013,0,4100,4694.770660471291,1302,12687,9490.977763026884
1748392924,500,,Aggregated,55.600000,0.000000,4000,4900,5600,6400,8100,9200,10000,11000,12000,13000,13000,3065,0,4000,4685.336378466558,1302,12687,9486.287765089723
1748392925,500,,Aggregated,57.900000,0.000000,4000,4900,5600,6300,8000,9200,10000,11000,12000,13000,13000,3154,0,4000,4666.342739378567,1302,12687,9510.826252377932
1748392926,500,,Aggregated,61.300000,0.000000,4000,4800,5500,6200,8000,9100,10000,11000,12000,13000,13000,3231,0,4000,4631.72051996286,1302,12687,9506.822346022904
1748392927,500,,Aggregated,63.800000,0.000000,4000,4800,5500,6200,7900,9100,10000,11000,12000,13000,13000,3295,0,4000,4597.633990895296,1302,12687,9487.342943854324
1748392928,500,,Aggregated,62.400000,0.000000,4000,4800,5400,6100,7900,9100,10000,11000,12000,13000,13000,3333,0,4000,4581.505850585058,1302,12687,9516.259525952595
1748392929,500,,Aggregated,64.100000,0.000000,3900,4700,5400,6100,7800,9000,10000,11000,12000,13000,13000,3395,0,3900,4560.7634756995585,1302,12687,9516.857142857143
1748392930,500,,Aggregated,62.800000,0.000000,3900,4700,5300,6000,7800,9000,9900,11000,12000,13000,13000,3493,0,3900,4527.053821929573,1302,12687,9535.6661895219
1748392931,500,,Aggregated,57.600000,0.000000,3900,4700,5300,6000,7700,9000,9900,11000,12000,13000,13000,3536,0,3900,4514.565328054298,1302,12687,9537.883484162896
