Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1852,0,4300,5031.657127429806,1842,15317,10553.59827213823,3.1388071442180587,0.0,4300,5000,5700,6300,8600,10000,12000,13000,15000,15000,15000
GET,/cart,4455,0,3700,3875.1272727272726,1365,10191,13512.361167227833,7.550424312900351,0.0,3700,4200,4500,4700,5300,5900,6500,7000,9300,10000,10000
POST,/cart,4492,0,5500,5598.588601959038,2383,14496,18020.380008904718,7.613132662973823,0.0,5500,6000,6400,6700,7400,8100,8900,9500,12000,14000,14000
POST,/cart/checkout,1449,8,3000,3114.967563837129,116,9008,6797.694962042789,2.4557945744989023,0.013558562178047769,3000,3400,3700,3800,4300,4700,5200,5600,6800,9000,9000
GET,/product/0PUK6V6EV0,2180,0,3600,3659.2637614678897,1485,10411,7917.247247706422,3.694708193518017,0.0,3600,3900,4200,4400,4800,5300,6000,6900,8900,10000,10000
GET,/product/1YMWWN1N4O,2169,0,3600,3679.609958506224,1526,10132,7933.636237897648,3.6760651705232013,0.0,3600,4000,4200,4300,4800,5300,5800,6400,8800,10000,10000
GET,/product/2ZYFJ3GM2N,2188,0,3600,3652.6270566727603,1555,10313,7938.74268738574,3.708266755696065,0.0,3600,3900,4200,4300,4800,5300,6000,6700,9300,10000,10000
GET,/product/66VCHSJNUP,2120,0,3600,3673.938679245283,1320,11296,7904.117924528302,3.5930189771826586,0.0,3600,4000,4200,4400,4800,5300,5900,6400,9700,11000,11000
GET,/product/6E92ZMYYFZ,2171,0,3600,3674.7001381851683,1413,11203,7884.95255642561,3.679454811067713,0.0,3600,3900,4200,4400,4900,5400,6000,6900,10000,11000,11000
GET,/product/9SIQT8TOJO,2116,0,3600,3721.7996219281663,1306,10002,7931.963610586012,3.586239696093635,0.0,3600,4000,4200,4400,4900,5400,6100,6800,9600,10000,10000
GET,/product/L9ECAV7KIM,2132,0,3600,3684.8611632270167,1453,10017,7903.925422138836,3.6133568204497304,0.0,3600,3900,4200,4300,4800,5300,6300,7200,9800,10000,10000
GET,/product/LS4PSXUNUM,2062,0,3600,3664.507759456838,1220,11496,7903.58971871969,3.4947194013918126,0.0,3600,3900,4200,4300,4900,5300,5800,6100,9800,11000,11000
GET,/product/OLJCESPC7Z,2239,0,3600,3683.7798124162573,1228,10817,7935.365788298347,3.7947025895811195,0.0,3600,3900,4200,4400,4900,5300,6000,6800,9000,11000,11000
POST,/setCurrency,2939,0,4500,4691.262674379041,1400,16732,10568.674719292276,4.981076780160299,0.0,4500,5000,5400,5600,6400,7200,8500,9900,15000,17000,17000
,Aggregated,34564,8,3800,4087.6281969679435,116,16732,10271.202754310843,58.57976789025539,0.013558562178047769,3800,4300,4700,5000,5800,6700,7800,8800,12000,15000,17000
