Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1851,0,4200,4901.215018908698,1638,13001,10554.494867639114,3.1363181990544087,0.0,4200,5000,5600,6200,8700,10000,11000,12000,13000,13000,13000
GET,/cart,4486,0,3700,3829.4650022291576,1126,9007,13538.415737851092,7.601039136119977,0.0,3700,4200,4500,4700,5300,5800,6500,6900,8000,9000,9000
POST,/cart,4370,0,5300,5441.887414187643,2205,17594,17955.594508009155,7.4044897514142445,0.0,5300,5800,6200,6500,7100,7700,8500,9300,13000,18000,18000
POST,/cart/checkout,1460,6,3000,3059.6643835616437,200,6785,6800.21506849315,2.473811221296292,0.010166347484779282,3000,3400,3600,3700,4200,4600,5000,5400,6500,6800,6800
GET,/product/0PUK6V6EV0,2217,0,3500,3606.9607577807847,1245,9095,7915.150654036987,3.756465395625945,0.0,3500,3800,4100,4300,4800,5300,6100,6500,8300,9100,9100
GET,/product/1YMWWN1N4O,2126,0,3500,3630.192380056444,1209,9888,7928.685324553151,3.6022757921067923,0.0,3500,3900,4100,4300,4800,5100,5700,6500,9200,9900,9900
GET,/product/2ZYFJ3GM2N,2209,0,3600,3702.1425984608422,1361,9584,7930.33589859665,3.7429102656462394,0.0,3600,4000,4200,4400,4900,5500,6200,7100,9000,9600,9600
GET,/product/66VCHSJNUP,2137,0,3500,3610.079082826392,1343,10410,7899.029012634534,3.620914095828888,0.0,3500,3900,4100,4300,4800,5300,5800,6500,8200,10000,10000
GET,/product/6E92ZMYYFZ,2146,0,3500,3594.2427772600186,1484,8866,7888.369990680336,3.6361636170560567,0.0,3500,3800,4100,4200,4700,5100,5800,6300,8500,8900,8900
GET,/product/9SIQT8TOJO,2113,0,3600,3647.727401798391,1535,9406,7937.121154756271,3.5802487058897707,0.0,3600,3900,4100,4300,4800,5300,5900,6300,7700,9400,9400
GET,/product/L9ECAV7KIM,2223,0,3500,3626.720197930724,1510,9642,7899.535762483131,3.7666317431107244,0.0,3500,3900,4100,4300,4700,5200,5900,6600,9200,9600,9600
GET,/product/LS4PSXUNUM,2195,0,3500,3636.91298405467,1333,9997,7904.890660592255,3.719188788181754,0.0,3500,3900,4100,4300,4800,5200,5800,6300,9000,10000,10000
GET,/product/OLJCESPC7Z,2188,0,3500,3607.4858318098723,1527,9599,7935.027422303474,3.7073280494495116,0.0,3500,3900,4100,4300,4700,5200,5900,6200,7800,9600,9600
POST,/setCurrency,3038,0,4400,4591.927254772877,1347,13103,10566.934496379197,5.147560609793244,0.0,4400,5000,5300,5600,6300,7000,8000,8600,12000,13000,13000
,Aggregated,34759,6,3800,4010.933858856699,200,17594,10228.782329756323,58.89534537057385,0.010166347484779282,3800,4300,4600,4900,5700,6500,7600,8500,12000,13000,18000
